,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence,music_genre
11432,0.408,0.888,0.687,0.0,0.0615,-7.744,0,59.0,0.107,115.03399999999999,0.432,Jazz
11311,0.402,0.444,0.418,0.507,0.8079999999999999,-13.342,0,29.0,0.0319,148.914,0.7490000000000001,Jazz
12999,0.611,0.375,0.693,0.000121,0.095,-8.522,1,33.0,0.557,153.313,0.28,Jazz
12090,0.8959999999999999,0.3429999999999999,0.191,0.898,0.111,-15.171,0,38.0,0.0285,71.968,0.0801,Jazz
13810,0.0553,0.763,0.758,0.912,0.7979999999999999,-6.649,1,48.0,0.0403,125.031,0.789,Jazz
12094,0.513,0.779,0.499,0.00907,0.0769,-8.311,1,47.0,0.0392,92.546,0.731,Jazz
11787,0.841,0.583,0.784,0.493,0.2269999999999999,-6.481,0,0.0,0.434,83.773,0.9,Jazz
12653,0.1969999999999999,0.597,0.556,0.000478,0.0371,-10.627,1,33.0,0.102,129.808,0.551,Jazz
12167,0.789,0.208,0.221,0.00095,0.129,-13.428,0,51.0,0.0305,79.407,0.104,Jazz
11701,0.0271,0.3989999999999999,0.3229999999999999,0.865,0.0945,-16.038,1,44.0,0.0337,108.402,0.119,Jazz
12535,0.737,0.326,0.441,9.69e-06,0.3279999999999999,-9.117,0,40.0,0.0479,208.072,0.622,Jazz
13773,0.0128,0.631,0.953,3.59e-06,0.275,-5.837000000000001,1,49.0,0.0494,119.765,0.944,Jazz
12537,0.4539999999999999,0.5920000000000001,0.691,0.75,0.0995,-9.03,1,50.0,0.0343,119.99600000000001,0.2339999999999999,Jazz
10476,0.000612,0.292,0.97,0.4029999999999999,0.308,-3.615,0,35.0,0.132,109.8,0.351,Jazz
14447,0.0534,0.715,0.445,0.309,0.0701,-11.074000000000002,1,30.0,0.0376,83.655,0.5529999999999999,Jazz
10345,0.0524,0.6509999999999999,0.7829999999999999,0.797,0.415,-4.453,1,34.0,0.0249,88.29700000000001,0.244,Jazz
12595,0.73,0.502,0.536,0.757,0.115,-10.579,0,41.0,0.087,131.715,0.8540000000000001,Jazz
13235,0.8029999999999999,0.777,0.471,0.79,0.0988,-8.812000000000001,1,33.0,0.0343,132.024,0.6940000000000001,Jazz
12482,0.00809,0.428,0.599,0.0508,0.083,-9.926,0,35.0,0.0584,156.855,0.161,Jazz
12273,0.4529999999999999,0.489,0.485,0.0,0.221,-8.717,1,46.0,0.034,152.546,0.7120000000000001,Jazz
14733,0.0186,0.675,0.762,0.7959999999999999,0.441,-7.487,0,40.0,0.196,98.066,0.838,Jazz
13730,0.579,0.657,0.389,0.267,0.124,-10.452,0,54.0,0.0753,146.06799999999998,0.32,Jazz
13552,0.1969999999999999,0.7959999999999999,0.514,0.0505,0.298,-8.419,1,48.0,0.0634,76.98899999999999,0.961,Jazz
14107,0.675,0.523,0.305,0.0,0.5770000000000001,-14.45,0,36.0,0.139,181.683,0.851,Jazz
10359,0.0256,0.654,0.601,0.59,0.105,-8.205,1,37.0,0.0372,91.01100000000001,0.407,Jazz
14915,0.68,0.812,0.679,0.00283,0.314,-6.007999999999999,1,51.0,0.0559,90.47399999999999,0.852,Jazz
10806,0.1889999999999999,0.76,0.675,0.0203,0.109,-6.276,0,46.0,0.0745,97.021,0.417,Jazz
10430,0.128,0.685,0.147,0.899,0.0767,-16.253,1,45.0,0.0532,154.078,0.407,Jazz
10863,0.0841,0.563,0.931,0.0,0.276,-3.12,1,37.0,0.0726,135.951,0.503,Jazz
10971,0.63,0.638,0.482,0.778,0.273,-14.656,1,35.0,0.0975,120.09899999999999,0.2289999999999999,Jazz
14115,0.0136,0.424,0.6759999999999999,0.0001159999999999,0.1159999999999999,-8.642999999999999,0,36.0,0.134,76.318,0.268,Jazz
14822,0.684,0.402,0.206,0.00135,0.107,-19.784,1,35.0,0.0465,168.31,0.427,Jazz
12906,0.299,0.6409999999999999,0.589,0.845,0.177,-9.601,1,39.0,0.0319,87.03,0.597,Jazz
11904,0.257,0.779,0.636,0.877,0.0806,-7.463999999999999,1,48.0,0.0639,91.11399999999999,0.501,Jazz
11677,0.441,0.562,0.728,3.33e-05,0.351,-9.14,0,34.0,0.0984,78.205,0.731,Jazz
12734,0.693,0.439,0.444,0.0105,0.122,-13.204,0,33.0,0.0586,132.041,0.408,Jazz
14360,0.7609999999999999,0.595,0.271,3.84e-05,0.111,-11.390999999999998,0,41.0,0.0372,78.57,0.514,Jazz
12779,0.223,0.578,0.414,1.05e-06,0.0953,-14.1,0,48.0,0.0425,73.204,0.862,Jazz
10746,0.3879999999999999,0.667,0.574,0.75,0.139,-7.957999999999999,1,34.0,0.0247,99.976,0.603,Jazz
13679,0.6659999999999999,0.667,0.75,0.000137,0.332,-5.581,1,45.0,0.0374,84.22200000000001,0.967,Jazz
11286,0.127,0.662,0.949,0.0,0.135,-4.758,0,70.0,0.108,91.954,0.515,Jazz
12845,0.353,0.7290000000000001,0.6809999999999999,2.45e-05,0.292,-11.622,1,35.0,0.0855,118.101,0.8140000000000001,Jazz
13363,0.754,0.5770000000000001,0.276,0.6729999999999999,0.111,-16.842,1,34.0,0.0388,83.005,0.352,Jazz
10488,0.813,0.492,0.359,0.0,0.0901,-10.522,1,43.0,0.0388,105.186,0.727,Jazz
13908,0.0041,0.7929999999999999,0.5379999999999999,0.653,0.0842,-10.132,0,39.0,0.0512,113.946,0.178,Jazz
14148,0.486,0.78,0.71,0.0105,0.3429999999999999,-6.81,0,38.0,0.0691,96.473,0.539,Jazz
10908,0.3229999999999999,0.807,0.506,0.7609999999999999,0.283,-10.902,0,42.0,0.0563,119.99799999999999,0.544,Jazz
11223,0.909,0.52,0.483,0.923,0.114,-8.423,0,34.0,0.0524,164.78599999999997,0.631,Jazz
12621,0.992,0.3289999999999999,0.2789999999999999,0.924,0.0879,-13.255,0,34.0,0.0372,167.946,0.0778,Jazz
13273,0.93,0.254,0.0271,0.916,0.11,-24.623,1,39.0,0.0416,173.821,0.0743,Jazz
11146,0.00112,0.536,0.841,0.0233,0.645,-9.336,0,52.0,0.0912,128.04,0.216,Jazz
13351,0.518,0.617,0.456,0.617,0.0606,-12.172,1,31.0,0.0385,171.95,0.586,Jazz
14987,0.104,0.531,0.863,8.94e-05,0.2739999999999999,-4.815,1,42.0,0.121,86.50299999999999,0.4029999999999999,Jazz
13281,0.000226,0.515,0.818,0.148,0.18,-6.323,0,45.0,0.0462,153.06,0.213,Jazz
11652,0.848,0.478,0.095,0.0021,0.0883,-18.664,0,55.0,0.0294,67.858,0.184,Jazz
10272,0.979,0.442,0.0285,0.000528,0.0882,-17.434,0,56.0,0.0412,106.162,0.1969999999999999,Jazz
14452,0.987,0.385,0.0335,0.919,0.0966,-25.277,1,30.0,0.0419,122.92,0.17,Jazz
12332,0.664,0.516,0.493,0.0,0.267,-8.187000000000001,0,42.0,0.0791,77.439,0.599,Jazz
11970,0.993,0.485,0.0286,0.922,0.0773,-25.972,1,41.0,0.0556,128.58100000000002,0.046,Jazz
10238,0.363,0.655,0.679,0.00288,0.0381,-7.662999999999999,0,34.0,0.0457,88.65299999999999,0.937,Jazz
10970,0.989,0.273,0.139,0.926,0.119,-15.384,1,41.0,0.0368,132.16899999999998,0.103,Jazz
14556,0.298,0.825,0.74,5.21e-06,0.309,-7.354,0,47.0,0.0327,128.018,0.935,Jazz
14633,0.931,0.3939999999999999,0.23,0.497,0.0662,-10.475,0,55.0,0.0348,78.319,0.358,Jazz
13035,0.0782,0.633,0.586,0.757,0.0617,-8.661,1,32.0,0.0255,97.022,0.389,Jazz
10246,0.336,0.418,0.236,6.19e-06,0.0681,-17.719,1,36.0,0.0346,110.57,0.165,Jazz
10720,0.0928,0.581,0.588,0.0141,0.0852,-7.468999999999999,0,45.0,0.0555,171.645,0.815,Jazz
13620,0.75,0.7929999999999999,0.537,0.419,0.104,-7.22,1,46.0,0.0451,93.993,0.902,Jazz
10552,0.5579999999999999,0.59,0.802,0.6990000000000001,0.1639999999999999,-5.776,1,47.0,0.0371,112.024,0.637,Jazz
12910,0.104,0.6859999999999999,0.8190000000000001,0.8079999999999999,0.153,-10.371,0,34.0,0.0396,114.101,0.944,Jazz
10373,0.1969999999999999,0.6779999999999999,0.6829999999999999,0.667,0.0458,-9.802,1,52.0,0.0295,102.61200000000001,0.904,Jazz
11727,0.655,0.478,0.33,0.847,0.177,-13.283,0,43.0,0.036,113.902,0.455,Jazz
11243,0.0807,0.446,0.843,0.0356,0.121,-7.722,0,41.0,0.109,90.3,0.6629999999999999,Jazz
10597,0.266,0.853,0.579,0.952,0.0754,-7.365,1,31.0,0.0375,106.995,0.501,Jazz
14103,0.87,0.437,0.313,0.00968,0.0935,-11.115,0,51.0,0.0377,131.25799999999998,0.327,Jazz
13934,0.179,0.937,0.8420000000000001,0.00207,0.0938,-5.494,0,47.0,0.119,122.977,0.964,Jazz
12550,0.01,0.7020000000000001,0.923,0.0,0.1159999999999999,-5.0680000000000005,0,33.0,0.0423,114.962,0.728,Jazz
13161,0.115,0.828,0.49,0.395,0.078,-8.218,0,42.0,0.0656,101.382,0.495,Jazz
13894,0.355,0.413,0.446,2.3800000000000003e-05,0.138,-8.798,0,45.0,0.0292,127.979,0.226,Jazz
13300,0.701,0.437,0.2689999999999999,0.88,0.0788,-17.907,0,39.0,0.0356,148.75799999999998,0.654,Jazz
14876,0.409,0.6890000000000001,0.184,0.0106,0.0652,-16.985,1,40.0,0.0357,100.806,0.295,Jazz
14511,0.847,0.365,0.266,9.81e-05,0.235,-14.282,0,41.0,0.0395,97.331,0.442,Jazz
11271,0.742,0.25,0.3979999999999999,4.24e-06,0.0975,-9.495,1,46.0,0.0301,145.178,0.5589999999999999,Jazz
11633,0.971,0.203,0.0895,0.0213,0.108,-19.755,1,50.0,0.0404,173.451,0.115,Jazz
12628,0.978,0.685,0.33,0.855,0.035,-14.906,0,36.0,0.0694,120.9,0.6759999999999999,Jazz
11127,0.958,0.732,0.138,0.0,0.107,-14.28,0,50.0,0.0431,118.44,0.634,Jazz
11528,0.187,0.597,0.708,3.94e-06,0.108,-6.32,0,48.0,0.0357,107.036,0.401,Jazz
12237,0.261,0.74,0.5,0.1369999999999999,0.0918,-7.88,0,48.0,0.0306,95.00200000000001,0.614,Jazz
10468,0.851,0.327,0.149,1.18e-05,0.187,-14.635,0,32.0,0.0868,72.585,0.258,Jazz
10938,0.856,0.649,0.3339999999999999,1.58e-05,0.216,-11.843,0,56.0,0.0451,88.79,0.412,Jazz
10580,0.369,0.55,0.608,1.3e-06,0.155,-9.88,1,50.0,0.066,92.762,0.588,Jazz
10237,0.973,0.6970000000000001,0.249,0.0277,0.106,-12.417,0,38.0,0.0518,111.3,0.69,Jazz
14743,0.0473,0.782,0.92,0.000453,0.0646,-5.113,0,29.0,0.0515,116.016,0.961,Jazz
11504,0.892,0.53,0.222,0.879,0.11,-16.171,0,36.0,0.0439,128.705,0.493,Jazz
14312,0.0896,0.6759999999999999,0.474,2.88e-06,0.136,-7.479,1,38.0,0.0748,81.98700000000001,0.265,Jazz
10231,0.614,0.523,0.364,0.731,0.0816,-13.538,1,47.0,0.0645,116.292,0.795,Jazz
10661,0.715,0.416,0.604,0.8009999999999999,0.083,-9.593,1,37.0,0.213,204.929,0.711,Jazz
11396,0.413,0.921,0.6829999999999999,0.486,0.0785,-6.444,0,36.0,0.039,140.015,0.953,Jazz
11721,0.069,0.926,0.532,0.0,0.0619,-12.841,0,42.0,0.291,93.352,0.873,Jazz
14012,0.735,0.608,0.36,0.852,0.0797,-12.573,0,46.0,0.039,89.977,0.108,Jazz
14750,0.4,0.551,0.73,0.188,0.126,-6.921,1,27.0,0.0394,77.94800000000001,0.4589999999999999,Jazz
13717,0.289,0.579,0.289,0.4029999999999999,0.126,-16.43,0,43.0,0.148,79.44800000000001,0.071,Jazz
10245,0.273,0.754,0.615,0.462,0.0916,-7.399,1,31.0,0.0307,100.01100000000001,0.7390000000000001,Jazz
11322,0.68,0.5579999999999999,0.449,0.000554,0.291,-13.666,1,34.0,0.0324,80.41,0.745,Jazz
11363,0.196,0.63,0.384,0.944,0.2339999999999999,-14.101,1,32.0,0.231,82.89200000000001,0.0407,Jazz
13508,0.578,0.752,0.498,0.195,0.151,-10.805,0,51.0,0.0303,99.991,0.351,Jazz
13784,0.795,0.5720000000000001,0.391,0.000303,0.153,-13.133,0,55.0,0.0511,149.183,0.627,Jazz
11190,0.904,0.68,0.15,0.0,0.1009999999999999,-11.423,0,41.0,0.125,86.369,0.315,Jazz
11943,0.317,0.698,0.618,0.147,0.0984,-10.089,0,50.0,0.0856,110.01899999999999,0.4479999999999999,Jazz
14001,0.779,0.5820000000000001,0.61,6.54e-06,0.267,-6.641,1,61.0,0.103,93.65799999999999,0.826,Jazz
11331,0.938,0.41,0.0117,0.802,0.11,-28.914,1,36.0,0.0419,79.94800000000001,0.0567,Jazz
14007,0.8540000000000001,0.536,0.386,6.46e-06,0.127,-10.649,0,50.0,0.0372,87.31,0.7659999999999999,Jazz
14164,0.914,0.238,0.244,0.0968,0.122,-13.992,0,41.0,0.0326,84.64200000000001,0.3229999999999999,Jazz
12962,0.1969999999999999,0.759,0.3939999999999999,0.7979999999999999,0.0886,-16.575,0,39.0,0.228,83.91799999999999,0.2339999999999999,Jazz
12684,0.359,0.5920000000000001,0.769,0.0143,0.122,-7.127000000000001,1,40.0,0.19,171.94,0.223,Jazz
10072,0.000856,0.366,0.962,0.000339,0.0416,-4.072,0,35.0,0.191,140.313,0.444,Jazz
11601,0.291,0.424,0.4479999999999999,0.775,0.187,-12.583,1,39.0,0.0288,171.389,0.257,Jazz
12044,0.8320000000000001,0.612,0.653,0.949,0.126,-12.103,0,42.0,0.0421,103.55,0.8270000000000001,Jazz
12230,0.897,0.429,0.135,1.1e-05,0.17,-10.586,0,41.0,0.0303,154.035,0.361,Jazz
13539,0.0792,0.73,0.5429999999999999,0.5589999999999999,0.11,-8.418,1,47.0,0.0638,166.024,0.7959999999999999,Jazz
10417,0.4679999999999999,0.629,0.621,0.000192,0.131,-7.313,1,51.0,0.0286,114.992,0.591,Jazz
10657,0.92,0.535,0.24,0.0,0.111,-15.198,0,57.0,0.085,128.547,0.49,Jazz
12324,0.411,0.629,0.477,0.754,0.1159999999999999,-10.669,1,49.0,0.05,79.98,0.157,Jazz
14121,0.618,0.551,0.919,0.916,0.4479999999999999,-4.5,0,35.0,0.124,71.002,0.763,Jazz
12981,0.0774,0.72,0.412,0.941,0.152,-7.91,1,51.0,0.0777,174.125,0.51,Jazz
11461,0.000518,0.529,0.779,0.1009999999999999,0.1369999999999999,-6.871,1,39.0,0.0421,90.98200000000001,0.41,Jazz
12456,0.893,0.421,0.254,1.35e-05,0.1009999999999999,-13.759,0,38.0,0.0612,143.614,0.096,Jazz
11313,0.5720000000000001,0.6729999999999999,0.402,0.135,0.0997,-11.771,0,37.0,0.0431,78.007,0.605,Jazz
11518,0.172,0.75,0.73,0.248,0.317,-4.948,0,29.0,0.0386,157.941,0.67,Jazz
14428,0.474,0.652,0.789,8.99e-05,0.19,-8.33,1,31.0,0.289,171.52,0.6609999999999999,Jazz
14541,0.122,0.685,0.488,0.122,0.0931,-11.317,1,46.0,0.04,91.99700000000001,0.649,Jazz
12018,0.0266,0.574,0.7490000000000001,1.32e-05,0.1969999999999999,-5.778,0,43.0,0.115,174.208,0.5820000000000001,Jazz
12186,0.506,0.539,0.175,0.0773,0.113,-21.212,0,33.0,0.0489,150.32399999999998,0.483,Jazz
12876,0.4679999999999999,0.512,0.469,0.0,0.191,-6.825,1,38.0,0.032,78.65100000000001,0.593,Jazz
11778,0.593,0.855,0.356,0.00885,0.1009999999999999,-14.847,1,37.0,0.0415,117.955,0.768,Jazz
11212,0.777,0.547,0.3,0.0,0.0653,-13.973,0,52.0,0.107,97.792,0.8109999999999999,Jazz
10776,0.0758,0.628,0.625,0.645,0.48,-9.224,1,38.0,0.0465,172.15400000000002,0.148,Jazz
12204,0.299,0.5539999999999999,0.48,1.09e-05,0.165,-10.925,0,50.0,0.0317,91.311,0.626,Jazz
14514,0.313,0.618,0.7170000000000001,0.0,0.0555,-9.791,0,33.0,0.127,93.339,0.841,Jazz
14805,0.389,0.575,0.494,0.562,0.0741,-12.005999999999998,1,47.0,0.0346,84.90899999999999,0.395,Jazz
12710,0.481,0.575,0.721,0.00236,0.0662,-10.433,0,37.0,0.0327,122.484,0.705,Jazz
13662,0.908,0.701,0.391,0.6409999999999999,0.387,-16.281,0,45.0,0.0858,79.007,0.4679999999999999,Jazz
14825,0.816,0.617,0.773,0.0,0.632,-6.557,1,45.0,0.0636,78.729,0.6940000000000001,Jazz
12079,0.446,0.473,0.67,3.15e-06,0.0957,-7.756,0,48.0,0.0353,152.484,0.8079999999999999,Jazz
14546,0.045,0.7090000000000001,0.483,0.863,0.114,-9.151,1,42.0,0.0554,86.28200000000001,0.358,Jazz
12474,0.8009999999999999,0.446,0.501,0.1639999999999999,0.0931,-9.771,0,36.0,0.0548,116.711,0.262,Jazz
10391,0.8390000000000001,0.8079999999999999,0.215,0.953,0.104,-12.354,1,41.0,0.368,78.02600000000001,0.8959999999999999,Jazz
12530,0.716,0.5379999999999999,0.235,0.102,0.6679999999999999,-16.713,0,35.0,0.0483,113.463,0.292,Jazz
13403,0.198,0.392,0.493,0.588,0.141,-11.455,1,33.0,0.0344,173.213,0.6970000000000001,Jazz
14770,0.272,0.8220000000000001,0.242,0.000857,0.0978,-11.618,0,33.0,0.6509999999999999,192.055,0.8859999999999999,Jazz
10104,0.042,0.8140000000000001,0.5920000000000001,0.0,0.0712,-7.001,0,46.0,0.309,90.009,0.904,Jazz
14213,0.105,0.855,0.86,0.0105,0.0806,-5.363,0,30.0,0.299,109.98899999999999,0.486,Jazz
13666,0.624,0.502,0.481,1.32e-06,0.151,-9.307,0,33.0,0.0795,97.57700000000001,0.3779999999999999,Jazz
13683,0.98,0.2239999999999999,0.0937,0.784,0.107,-15.640999999999998,0,38.0,0.0343,168.418,0.0998,Jazz
14090,0.748,0.635,0.5820000000000001,0.0,0.489,-10.071,0,47.0,0.0494,111.656,0.747,Jazz
12788,0.0958,0.691,0.621,0.835,0.2019999999999999,-12.145,1,41.0,0.0431,167.072,0.6579999999999999,Jazz
10581,0.0768,0.513,0.411,0.884,0.287,-7.205,1,58.0,0.282,84.712,0.545,Jazz
14529,0.8240000000000001,0.654,0.55,3.02e-06,0.0682,-8.368,0,39.0,0.0878,101.678,0.706,Jazz
12896,0.00762,0.799,0.4379999999999999,0.8370000000000001,0.286,-9.87,0,34.0,0.0536,95.456,0.867,Jazz
13950,0.37,0.405,0.597,0.759,0.113,-12.011,0,38.0,0.0392,185.896,0.3879999999999999,Jazz
11072,0.984,0.698,0.437,0.908,0.107,-7.818,0,34.0,0.042,144.88299999999998,0.963,Jazz
11176,0.639,0.489,0.366,5.12e-06,0.309,-12.467,0,34.0,0.0623,85.439,0.778,Jazz
10789,0.949,0.37,0.115,0.933,0.33,-24.572,1,52.0,0.0313,102.334,0.1889999999999999,Jazz
12263,0.362,0.6409999999999999,0.414,0.833,0.25,-11.95,1,45.0,0.0432,90.007,0.2689999999999999,Jazz
13941,0.833,0.701,0.2769999999999999,0.132,0.129,-15.122,1,35.0,0.0341,120.141,0.455,Jazz
14460,0.84,0.462,0.2189999999999999,0.00132,0.133,-9.2,0,42.0,0.0428,80.447,0.349,Jazz
11516,0.588,0.574,0.53,3.41e-05,0.158,-9.124,1,37.0,0.0685,83.77799999999999,0.365,Jazz
13081,0.736,0.429,0.359,4.67e-05,0.106,-12.89,0,41.0,0.0426,185.445,0.347,Jazz
10819,0.8029999999999999,0.242,0.362,0.0,0.226,-8.042,0,41.0,0.038,183.545,0.405,Jazz
14006,0.0925,0.643,0.865,0.0,0.336,-8.812999999999999,1,38.0,0.0582,94.82,0.3989999999999999,Jazz
14512,0.0965,0.432,0.518,0.7879999999999999,0.136,-13.403,0,54.0,0.0375,142.735,0.3389999999999999,Jazz
12865,0.579,0.674,0.627,0.731,0.127,-9.297,0,27.0,0.0359,93.006,0.579,Jazz
12197,0.91,0.7490000000000001,0.589,0.7909999999999999,0.15,-7.605,0,44.0,0.0382,89.323,0.914,Jazz
11650,0.486,0.757,0.665,0.00371,0.109,-9.31,0,44.0,0.175,88.969,0.675,Jazz
13564,0.0172,0.461,0.255,0.5720000000000001,0.0967,-8.256,1,41.0,0.0492,156.77100000000002,0.848,Jazz
10693,0.8370000000000001,0.568,0.423,0.0,0.144,-8.453,0,57.0,0.0859,93.964,0.516,Jazz
14526,0.12,0.3289999999999999,0.762,0.906,0.12,-10.886,0,43.0,0.0326,142.953,0.2789999999999999,Jazz
13491,0.0019199999999999,0.457,0.943,0.74,0.102,-4.381,1,37.0,0.0396,111.0,0.0346,Jazz
11285,0.593,0.627,0.64,0.00339,0.0708,-9.462,1,30.0,0.0435,171.995,0.7809999999999999,Jazz
14361,0.436,0.447,0.242,0.00302,0.1159999999999999,-18.746,0,44.0,0.0556,105.902,0.422,Jazz
13924,0.597,0.525,0.4029999999999999,0.0,0.0565,-11.987,0,58.0,0.0945,125.18700000000001,0.718,Jazz
11950,0.966,0.409,0.0683,0.922,0.6809999999999999,-23.817,0,30.0,0.0478,117.094,0.103,Jazz
11999,0.92,0.392,0.13,0.501,0.624,-23.293000000000003,0,54.0,0.0341,115.285,0.125,Jazz
13217,0.2769999999999999,0.349,0.8270000000000001,0.445,0.0991,-8.642999999999999,1,37.0,0.0361,93.68299999999999,0.848,Jazz
12641,0.6890000000000001,0.691,0.144,0.157,0.1119999999999999,-23.384,0,40.0,0.0989,76.919,0.7070000000000001,Jazz
14334,0.512,0.674,0.498,2.05e-06,0.4039999999999999,-10.07,0,48.0,0.13,81.075,0.747,Jazz
10443,0.804,0.407,0.151,0.966,0.0929,-17.756,0,37.0,0.0337,119.54299999999999,0.0887,Jazz
12874,0.715,0.526,0.774,0.0,0.437,-1.692,0,62.0,0.0459,131.715,0.715,Jazz
10388,0.165,0.616,0.599,0.813,0.141,-13.144,1,40.0,0.0424,81.722,0.449,Jazz
12983,0.818,0.5529999999999999,0.337,0.0,0.113,-10.334,0,60.0,0.03,101.91799999999999,0.662,Jazz
11158,0.659,0.27,0.377,0.000134,0.659,-12.66,0,37.0,0.0332,115.281,0.491,Jazz
14809,0.437,0.502,0.352,5.84e-05,0.293,-14.362,0,50.0,0.0276,143.685,0.358,Jazz
14803,0.000254,0.3779999999999999,0.919,0.899,0.61,-6.234,0,44.0,0.0489,93.045,0.205,Jazz
12554,0.6709999999999999,0.351,0.369,0.0005679999999999,0.412,-12.625,1,41.0,0.0371,139.546,0.262,Jazz
10698,0.0167,0.852,0.685,0.0442,0.0608,-6.81,0,30.0,0.18,127.979,0.64,Jazz
13808,0.893,0.617,0.275,0.752,0.0803,-12.191,1,30.0,0.0559999999999999,73.62,0.156,Jazz
11386,0.0692,0.63,0.591,0.384,0.0607,-7.135,1,37.0,0.0337,148.071,0.242,Jazz
10895,0.0762,0.67,0.7909999999999999,0.0,0.228,-5.048,1,34.0,0.396,78.961,0.66,Jazz
13499,0.143,0.537,0.621,1.61e-06,0.0962,-8.606,0,36.0,0.0408,147.477,0.777,Jazz
13710,0.326,0.7020000000000001,0.509,0.5770000000000001,0.0715,-9.157,0,34.0,0.0525,145.99,0.607,Jazz
10667,0.992,0.427,0.0947,0.929,0.1169999999999999,-15.726,0,0.0,0.0405,73.417,0.204,Jazz
14632,0.0936,0.568,0.8690000000000001,0.0,0.912,-5.849,1,49.0,0.0353,89.571,0.691,Jazz
11448,0.118,0.722,0.625,0.5529999999999999,0.113,-9.53,0,31.0,0.0342,99.035,0.637,Jazz
11598,0.357,0.586,0.426,0.474,0.0762,-10.904000000000002,1,58.0,0.0242,80.941,0.21,Jazz
11413,0.3289999999999999,0.296,0.257,3.7e-05,0.0925,-13.959,0,34.0,0.0312,164.4,0.26,Jazz
12370,0.584,0.595,0.746,0.0,0.0703,-4.7330000000000005,0,47.0,0.0452,87.363,0.7120000000000001,Jazz
11742,0.0449,0.518,0.634,0.927,0.11,-11.032,0,42.0,0.0297,99.00200000000001,0.3939999999999999,Jazz
14927,0.3339999999999999,0.545,0.795,0.341,0.0778,-5.75,0,36.0,0.0799,104.43700000000001,0.495,Jazz
10220,0.73,0.525,0.71,0.0001139999999999,0.481,-5.678999999999999,1,36.0,0.0726,123.762,0.927,Jazz
14800,0.131,0.7709999999999999,0.7290000000000001,0.0425,0.107,-7.462999999999999,1,36.0,0.0341,100.01,0.304,Jazz
11752,0.8909999999999999,0.748,0.695,0.509,0.108,-5.712999999999999,1,35.0,0.0438,133.382,0.951,Jazz
11737,0.687,0.528,0.3429999999999999,0.623,0.3979999999999999,-15.977,1,34.0,0.0509,120.891,0.497,Jazz
13644,0.573,0.622,0.799,0.0,0.346,-4.61,1,51.0,0.203,156.832,0.8420000000000001,Jazz
10834,0.969,0.621,0.17,0.000118,0.105,-17.399,0,48.0,0.0954,107.85700000000001,0.46,Jazz
14986,0.428,0.736,0.305,0.706,0.0944,-14.277,1,31.0,0.0272,90.55,0.6629999999999999,Jazz
12164,0.84,0.6890000000000001,0.226,0.965,0.11,-15.211,0,58.0,0.0578,171.979,0.362,Jazz
12691,0.000372,0.432,0.926,0.887,0.0769,-5.332999999999999,1,38.0,0.0396,155.00799999999998,0.1969999999999999,Jazz
13758,0.612,0.687,0.182,0.8690000000000001,0.136,-14.25,0,37.0,0.326,85.846,0.7929999999999999,Jazz
10699,0.367,0.578,0.477,0.0386,0.285,-6.672999999999999,0,31.0,0.0274,122.61,0.109,Jazz
10858,0.00525,0.6890000000000001,0.7390000000000001,0.128,0.38,-5.882000000000001,1,42.0,0.0412,107.98700000000001,0.752,Jazz
11631,0.7140000000000001,0.529,0.363,0.0,0.0571,-8.586,1,54.0,0.0445,137.945,0.6679999999999999,Jazz
12262,0.953,0.591,0.109,0.357,0.0921,-17.975,0,56.0,0.0449,130.597,0.395,Jazz
10198,0.0525,0.504,0.679,0.853,0.14,-11.771,0,32.0,0.135,107.244,0.527,Jazz
13974,0.868,0.2019999999999999,0.206,0.00583,0.0899,-14.228,0,45.0,0.0313,87.579,0.1009999999999999,Jazz
11384,0.00205,0.4529999999999999,0.831,2.29e-06,0.0921,-7.332000000000001,1,36.0,0.0425,138.99200000000002,0.1669999999999999,Jazz
10070,0.846,0.6990000000000001,0.258,0.525,0.201,-12.411,0,37.0,0.0455,119.615,0.672,Jazz
12522,0.483,0.6509999999999999,0.4639999999999999,0.7879999999999999,0.103,-12.644,1,29.0,0.0696,88.637,0.7,Jazz
14521,0.18,0.417,0.5760000000000001,0.00148,0.203,-10.262,1,44.0,0.0481,138.224,0.3939999999999999,Jazz
10566,0.0275,0.8190000000000001,0.727,0.0105,0.0602,-6.114,1,47.0,0.087,95.027,0.534,Jazz
10933,0.698,0.655,0.441,4.51e-05,0.168,-10.355,1,43.0,0.0547,106.396,0.6679999999999999,Jazz
10609,0.000123,0.4039999999999999,0.903,0.812,0.138,-6.237,0,41.0,0.108,131.768,0.352,Jazz
12433,0.0469,0.732,0.5329999999999999,1.23e-06,0.0618,-8.019,0,30.0,0.113,95.01799999999999,0.6759999999999999,Jazz
10163,0.0515,0.7390000000000001,0.825,0.852,0.119,-6.303999999999999,0,47.0,0.0506,98.029,0.76,Jazz
13253,0.1169999999999999,0.841,0.652,0.831,0.1009999999999999,-6.058,0,45.0,0.0308,110.056,0.943,Jazz
11741,0.991,0.467,0.00861,0.141,0.104,-28.227,1,40.0,0.0343,79.75,0.104,Jazz
10038,0.507,0.6859999999999999,0.8,0.000549,0.286,-7.279,0,43.0,0.216,96.48,0.467,Jazz
10839,0.132,0.43,0.639,0.942,0.196,-8.125,1,52.0,0.0401,151.437,0.171,Jazz
