acousticness,danceability,instrumentalness,liveness,mode,popularity,speechiness,tempo,valence,music_genre
0.472,0.709,0,0.08,0,38,0.0661,81.62,0.629,Jazz
0.637,0.523,0.000107,0.263,0,61,0.0454,104.299,0.874,Jazz
0.011,0.731,0.668,0.161,0,1,0.0545,85.074,0.908,Jazz
0.985,0.692,0.844,0.163,1,39,0.0416,95.05,0.687,Jazz
0.427,0.693,0.0004059999999999,0.207,0,39,0.0317,116.944,0.301,Jazz
0.525,0.595,0.000838,0.161,1,35,0.0694,80.185,0.338,Jazz
0.865,0.425,0.168,0.125,0,29,0.0391,145.522,0.327,Jazz
0.856,0.729,0.977,0.113,0,2,0.192,75.209,0.1,Jazz
7e-05,0.844,0.63,0.417,0,37,0.0664,90.009,0.978,Jazz
0.966,0.472,0,0.0737,0,43,0.0413,109.236,0.696,Jazz
0.391,0.702,0.8,0.112,1,57,0.0493,78.507,0.31,Jazz
0.0686,0.677,0.0204,0.0784,1,30,0.0327,90.013,0.609,Jazz
0.000546,0.277,0.834,0.354,0,45,0.202,150.037,0.253,Jazz
0.939,0.21,7.18e-06,0.179,1,51,0.034,76.32,0.158,Jazz
0.235,0.794,0.0639,0.108,0,49,0.107,84.415,0.212,Jazz
0.173,0.612,0.0403,0.0645,1,39,0.0324,105.932,0.599,Jazz
0.374,0.803,0.846,0.119,0,42,0.0907,76.639,0.694,Jazz
0.805,0.653,0.258,0.327,1,45,0.0286,90.978,0.378,Jazz
0.975,0.145,0.947,0.0783,1,31,0.0395,139.469,0.0378,Jazz
0.784,0.755,0.889,0.0806,1,59,0.741,160.293,0.758,Jazz
0.156,0.787,0.0232,0.176,0,33,0.0745,89.876,0.612,Jazz
0.664,0.533,0.00695,0.0804,0,43,0.0306,68.344,0.724,Jazz
0.852,0.246,0,0.195,1,35,0.0298,81.235,0.205,Jazz
0.969,0.299,0.000138,0.101,1,42,0.0356,100.795,0.069,Jazz
0.317,0.792,0.374,0.129,0,41,0.0422,110.981,0.604,Jazz
0.107,0.851,0.293,0.08,0,48,0.0412,119.234,0.658,Jazz
0.736,0.463,1.11e-05,0.121,1,8,0.0499,113.871,0.453,Jazz
0.632,0.192,9.08e-06,0.142,0,37,0.0333,81.183,0.219,Jazz
0.446,0.613,0.885,0.11,1,39,0.0322,107.489,0.516,Jazz
0.00602,0.668,0.884,0.714,1,19,0.0358,90.587,0.75,Jazz
0.0604,0.708,0.424,0.155,1,45,0.0282,106.066,0.588,Jazz
0.172,0.781,0.00346,0.0906,0,37,0.0787,99.973,0.518,Jazz
0.0001889999999999,0.284,0.85,0.369,0,36,0.0992,104.722,0.181,Jazz
0.638,0.663,0,0.257,0,47,0.0386,174.794,0.961,Jazz
0.184,0.648,9.63e-05,0.177,0,43,0.229,89.304,0.638,Jazz
0.823,0.623,0,0.23,0,51,0.0413,123.772,0.524,Jazz
0.847,0.646,0.001,0.113,0,28,0.0458,84.943,0.433,Jazz
0.252,0.386,0,0.18,0,64,0.0297,179.995,0.4,Jazz
0.785,0.52,0.0233,0.0931,0,33,0.0407,95.052,0.802,Jazz
0.994,0.446,0.927,0.101,0,38,0.0355,64.368,0.151,Jazz
0.487,0.511,0,0.112,0,50,0.0443,112.196,0.58,Jazz
0.837,0.52,0.502,0.108,0,40,0.0367,139.309,0.567,Jazz
0.909,0.773,0.811,0.103,0,34,0.0764,102.036,0.703,Jazz
0.874,0.436,0,0.106,1,45,0.0409999999999999,131.25,0.673,Jazz
0.969,0.743,0.882,0.105,1,37,0.0498,91.967,0.578,Jazz
0.673,0.589,0.137,0.871,0,1,0.247,88.782,0.523,Jazz
0.191,0.739,0.845,0.115,0,30,0.0266,106.027,0.67,Jazz
0.305,0.74,0.858,0.0627,0,30,0.0308,108.964,0.602,Jazz
0.401,0.632,0.0050799999999999,0.108,0,47,0.0404,147.965,0.14,Jazz
0.68,0.563,0.00326,0.213,1,32,0.0618,113.392,0.901,Jazz
0.924,0.735,0.722,0.0845,1,44,0.0601,113.869,0.28,Jazz
0.281,0.617,0.843,0.154,0,38,0.0363,128.441,0.773,Jazz
0.862,0.523,0.000392,0.118,1,41,0.0564,176.216,0.782,Jazz
0.244,0.311,0,0.768,0,39,0.184,79.775,0.349,Jazz
0.00397,0.607,0.849,0.127,0,40,0.0606,169.891,0.2,Jazz
0.734,0.629,5.07e-05,0.0763,1,40,0.0846,61.335,0.763,Jazz
0.0662,0.696,0.23,0.131,0,35,0.091,94.249,0.413,Jazz
0.699,0.711,0.0009599999999999,0.293,1,43,0.17,110.064,0.759,Jazz
0.0103,0.294,0.00727,0.16,0,48,0.0314,76.889,0.431,Jazz
0.822,0.492,0.257,0.0634,1,52,0.035,172.723,0.383,Jazz
0.00557,0.634,0.743,0.0843,0,34,0.0448,86.884,0.467,Jazz
0.985,0.364,0.898,0.102,0,44,0.0389,83.458,0.0849,Jazz
0.951,0.608,0,0.131,0,55,0.0316,70.9,0.239,Jazz
0.871,0.707,0.907,0.108,0,40,0.0433,81.554,0.733,Jazz
0.00434,0.805,0.0002299999999999,0.0473,1,49,0.0553,109.013,0.911,Jazz
0.0107,0.609,0.739,0.114,1,44,0.0394,75.006,0.141,Jazz
0.661,0.766,0.741,0.121,0,32,0.0519,89.958,0.833,Jazz
0.461,0.481,0,0.102,0,39,0.0711,171.923,0.699,Jazz
0.959,0.328,0.0028399999999999,0.132,0,38,0.0335,81.647,0.203,Jazz
0.34,0.632,0.775,0.0991,1,36,0.0555,170.41,0.673,Jazz
0.00952,0.591,0.674,0.148,0,47,0.075,89.129,0.582,Jazz
0.746,0.396,0,0.333,1,48,0.0304,71.504,0.407,Jazz
0.87,0.558,0.0627,0.117,1,33,0.03,98.605,0.201,Jazz
0.527,0.618,0.509,0.104,1,31,0.0421,137.773,0.412,Jazz
0.669,0.522,1.19e-05,0.387,1,41,0.0335,129.714,0.654,Jazz
0.83,0.51,0.14,0.149,0,40,0.0718,181.695,0.707,Jazz
0.781,0.658,0,0.129,1,49,0.0636,102.26,0.745,Jazz
0.772,0.631,0.764,0.112,0,30,0.0332,92.063,0.825,Jazz
0.895,0.295,0.886,0.0881,0,49,0.0301,71.721,0.102,Jazz
0.914,0.361,0.208,0.182,0,54,0.033,72.075,0.114,Jazz
0.000742,0.287,0.0003259999999999,0.604,1,37,0.0434,108.169,0.0597,Jazz
0.695,0.508,0.131,0.112,0,28,0.04,91.436,0.149,Jazz
0.119,0.624,0.000105,0.376,1,28,0.0668,81.982,0.238,Jazz
0.481,0.718,0.857,0.0892,0,36,0.0316,109.96,0.629,Jazz
0.413,0.522,0.947,0.0743,0,38,0.0311,129.605,0.171,Jazz
0.0796,0.81,0.884,0.0677,0,39,0.0371,90.996,0.656,Jazz
0.774,0.357,0.00125,0.0915,1,38,0.035,135.798,0.24,Jazz
0.0947,0.827,0,0.272,1,43,0.257,100.06,0.685,Jazz
0.792,0.567,0,0.106,0,44,0.0562,79.37,0.343,Jazz
0.936,0.696,4.3e-05,0.114,1,54,0.0383,130.302,0.484,Jazz
0.61,0.473,0.931,0.0876,1,46,0.0327,182.056,0.204,Jazz
0.262,0.685,0.393,0.119,0,40,0.0393,92.926,0.756,Jazz
0.164,0.714,0.0739,0.106,1,42,0.0302,94.992,0.617,Jazz
0.252,0.457,0.69,0.174,1,37,0.0303,144.106,0.253,Jazz
0.365,0.425,0.000125,0.108,1,31,0.0594,189.807,0.442,Jazz
0.648,0.485,0.115,0.947,0,35,0.0632,74.129,0.25,Jazz
0.696,0.557,0.899,0.1,1,40,0.0437,123.145,0.308,Jazz
0.000262,0.209,0.0289999999999999,0.313,1,43,0.0445,189.494,0.377,Jazz
0.084,0.894,0.299,0.117,1,35,0.186,133.083,0.645,Jazz
0.501,0.671,7.26e-05,0.0946,0,36,0.0676,94.006,0.718,Jazz
0.43,0.495,0.000672,0.106,1,58,0.0295,79.71,0.424,Jazz
0.204,0.812,0.668,0.0765,1,30,0.053,116.104,0.74,Jazz
0.493,0.672,3.97e-05,0.156,0,54,0.06,141.487,0.79,Jazz
0.222,0.69,1.26e-06,0.0544,1,41,0.0512,95.037,0.897,Jazz
0.987,0.42,0.826,0.202,0,36,0.0389,135.818,0.176,Jazz
0.116,0.752,2.92e-05,0.0873,0,30,0.0432,105.023,0.491,Jazz
0.0572,0.705,0.000164,0.327,1,48,0.0501,125.996,0.826,Jazz
0.00552,0.618,0.873,0.123,0,42,0.0679,180.877,0.491,Jazz
0.144,0.721,0.0036799999999999,0.711,0,36,0.0698,120.243,0.944,Jazz
0.694,0.57,0.947,0.11,0,39,0.0258,104.954,0.521,Jazz
0.0409999999999999,0.462,0.867,0.0648,1,47,0.0402,161.782,0.191,Jazz
0.271,0.588,0,0.219,1,37,0.21,185.748,0.684,Jazz
0.956,0.589,0.138,0.101,1,37,0.0407,127.592,0.293,Jazz
0.618,0.537,0,0.193,1,39,0.0344,109.09,0.275,Jazz
0.14,0.389,0,0.55,1,44,0.0509,102.303,0.581,Jazz
0.614,0.552,0.143,0.257,1,34,0.0415,92.292,0.495,Jazz
0.616,0.687,0,0.145,0,35,0.106,120.08,0.307,Jazz
0.575,0.733,0.872,0.131,1,53,0.0464,94.999,0.568,Jazz
6.77e-06,0.416,0.927,0.362,0,35,0.0549,144.992,0.176,Jazz
0.416,0.485,0.00674,0.197,1,39,0.0324,74.769,0.214,Jazz
0.0526,0.756,0.866,0.286,1,36,0.0384,105.994,0.703,Jazz
0.56,0.692,0.775,0.0789,0,51,0.0665,77.985,0.318,Jazz
0.35,0.404,0.634,0.21,0,18,0.034,142.432,0.304,Jazz
0.0778,0.79,0.896,0.0855,0,41,0.0398,114.1,0.581,Jazz
0.412,0.678,0.0001889999999999,0.119,1,37,0.104,105.981,0.652,Jazz
0.831,0.592,0,0.155,0,46,0.0746,79.073,0.713,Jazz
0.97,0.605,0.317,0.0566,0,29,0.068,179.233,0.91,Jazz
0.512,0.751,0,0.093,0,44,0.039,114.096,0.717,Jazz
0.136,0.479,0.83,0.129,1,49,0.212,136.753,0.743,Jazz
0.271,0.732,0.0258,0.0877,1,44,0.0519,153.946,0.755,Jazz
0.762,0.649,7.82e-06,0.684,0,46,0.0799,61.059,0.648,Jazz
0.73,0.601,0.144,0.0873,1,32,0.0261,104.018,0.246,Jazz
0.93,0.585,0.115,0.128,1,43,0.0802,90.104,0.583,Jazz
0.389,0.669,0.93,0.11,1,52,0.0595,80.539,0.645,Jazz
0.0284,0.514,0,0.266,0,66,0.0309,76.483,0.463,Jazz
0.907,0.52,0.804,0.0979,0,38,0.047,101.185,0.387,Jazz
0.753,0.64,0.833,0.096,1,36,0.0493,90.162,0.291,Jazz
0.814,0.704,0.756,0.0845,0,54,0.035,90.38,0.322,Jazz
0.968,0.525,0.817,0.898,0,42,0.0682,95.636,0.412,Jazz
0.929,0.37,0.908,0.144,0,41,0.0364,78.729,0.134,Jazz
0.735,0.582,0,0.125,1,51,0.0428,88.144,0.462,Jazz
0.453,0.849,0.00868,0.0795,1,47,0.0678,137.954,0.736,Jazz
0.731,0.604,0.0686,0.15,1,37,0.0432,122.984,0.582,Jazz
0.804,0.562,0.00114,0.119,0,35,0.0278,71.584,0.482,Jazz
0.055,0.86,0.331,0.121,0,33,0.0554,99.024,0.388,Jazz
0.141,0.807,0.818,0.0581,0,48,0.159,110.005,0.384,Jazz
0.913,0.503,0,0.111,0,44,0.0458,133.436,0.371,Jazz
0.288,0.462,0.000309,0.333,1,2,0.102,146.193,0.322,Jazz
0.886,0.777,9.83e-05,0.11,1,51,0.0393,109.934,0.372,Jazz
0.00281,0.753,0.73,0.351,0,47,0.073,117.937,0.937,Jazz
0.916,0.7,0.198,0.11,0,32,0.0336,116.902,0.346,Jazz
0.633,0.606,6.84e-05,0.297,0,42,0.0301,78.019,0.432,Jazz
0.0665,0.587,0.000542,0.535,1,37,0.448,90.27,0.626,Jazz
0.881,0.413,0.00622,0.131,0,40,0.0337,181.128,0.197,Jazz
0.699,0.53,0.934,0.101,0,57,0.0481,79.999,0.433,Jazz
0.00207,0.653,0.706,0.3,1,48,0.0308,103.376,0.551,Jazz
0.000412,0.31,0.81,0.104,1,33,0.0926,138.515,0.283,Jazz
0.737,0.741,0.000661,0.146,0,40,0.0412,112.008,0.519,Jazz
0.859,0.615,0.829,0.145,0,29,0.0268,110.171,0.485,Jazz
0.258,0.662,0.106,0.135,0,35,0.0298,110.045,0.767,Jazz
0.499,0.755,0.0176,0.127,0,36,0.0847,80.034,0.495,Jazz
0.672,0.679,0.0155,0.054,1,33,0.0465,107.308,0.935,Jazz
0.788,0.795,0.00131,0.123,0,45,0.0429,91.862,0.802,Jazz
0.829,0.371,1.55e-06,0.155,0,35,0.0398,125.983,0.482,Jazz
0.757,0.634,0.000268,0.0864,1,36,0.0708,172.009,0.56,Jazz
0.0008289999999999,0.659,0.92,0.141,1,39,0.255,78.496,0.975,Jazz
0.581,0.576,0.45,0.31,0,41,0.0361,77.901,0.779,Jazz
0.899,0.349,0.12,0.0906,1,58,0.0425,177.92,0.224,Jazz
0.976,0.52,1.22e-06,0.123,0,49,0.0433,105.371,0.296,Jazz
0.992,0.444,0.00198,0.108,0,34,0.0404,131.626,0.222,Jazz
0.665,0.755,0.005,0.232,0,40,0.0497,128.149,0.786,Jazz
0.412,0.688,0.432,0.112,1,35,0.0754,167.153,0.774,Jazz
0.688,0.693,0.866,0.104,0,50,0.0476,94.012,0.53,Jazz
0.0317,0.673,0.793,0.0465,1,28,0.0303,118.975,0.907,Jazz
0.0476,0.642,0.828,0.116,0,39,0.0663,165.603,0.0875,Jazz
0.199,0.697,0.00162,0.0603,0,42,0.0474,83.981,0.433,Jazz
0.664,0.555,0.000813,0.0677,0,40,0.0365,92.142,0.701,Jazz
0.0443,0.796,0.735,0.16,0,37,0.118,116.354,0.781,Jazz
0.951,0.407,0.922,0.709,0,39,0.0382,61.018,0.151,Jazz
0.385,0.615,0.88,0.0926,1,37,0.0464,90.184,0.302,Jazz
0.986,0.394,0.845,0.165,0,35,0.035,65.409,0.208,Jazz
0.796,0.64,0.0162,0.101,1,34,0.0559,117.248,0.751,Jazz
0.0067,0.826,0.0004599999999999,0.0659,1,43,0.163,124.056,0.558,Jazz
0.942,0.666,0.605,0.717,1,32,0.0568,116.341,0.388,Jazz
0.195,0.593,0.00047,0.332,1,45,0.0318,118.402,0.669,Jazz
0.751,0.604,0.846,0.364,0,34,0.0274,104.971,0.787,Jazz
0.939,0.439,1.42e-06,0.0824,0,40,0.0427,110.886,0.138,Jazz
0.501,0.783,0.534,0.143,0,41,0.285,199.85,0.778,Jazz
0.803,0.682,0.927,0.108,1,37,0.0349,130.05,0.784,Jazz
0.75,0.619,0,0.201,1,37,0.0427,104.156,0.694,Jazz
0.778,0.59,0.814,0.703,0,40,0.0433,125.963,0.108,Jazz
0.757,0.868,0.929,0.115,0,34,0.0869,88.154,0.656,Jazz
0.471,0.813,0.373,0.163,0,47,0.103,82.997,0.375,Jazz
9.84e-05,0.381,0.87,0.0657,0,36,0.0579,114.88,0.335,Jazz
3.12e-05,0.484,0.779,0.324,0,41,0.0536,124.855,0.415,Jazz
0.505,0.727,0.857,0.329,1,37,0.0377,116.562,0.821,Jazz
0.372,0.348,0.000869,0.692,1,43,0.0615,131.174,0.182,Jazz
0.102,0.563,0.00065,0.283,1,51,0.253,83.319,0.501,Jazz
0.673,0.529,0.00235,0.104,0,39,0.0348,82.236,0.398,Jazz
0.929,0.485,0.873,0.128,0,40,0.0407,54.064,0.134,Jazz
0.331,0.559,0.00113,0.261,1,42,0.0415,137.033,0.871,Jazz
0.682,0.668,0.0002189999999999,0.105,1,40,0.0528,96.114,0.704,Jazz
0.972,0.515,0.915,0.0878,1,65,0.0477,50.658,0.176,Jazz
0.66,0.687,0.0675,0.105,1,32,0.0357,90.028,0.69,Jazz
0.926,0.303,0.00213,0.158,0,49,0.0301,109.665,0.109,Jazz
0.875,0.435,4.49e-05,0.131,1,47,0.0342,108.748,0.32,Jazz
6.14e-06,0.305,0.902,0.122,0,36,0.0663,92.509,0.365,Jazz
0.137,0.833,0.0112,0.0472,1,39,0.0434,116.909,0.814,Jazz
0.144,0.714,0.638,0.0884,1,41,0.0373,109.636,0.213,Jazz
0.611,0.405,0.15,0.0562,0,41,0.0312,104.527,0.153,Jazz
0.605,0.433,0.0213,0.117,0,41,0.0437,83.365,0.121,Jazz
0.205,0.745,0.678,0.103,0,45,0.0949,121.52,0.898,Jazz
0.985,0.422,0.964,0.116,0,41,0.0429,125.334,0.0857,Jazz
0.678,0.559,0.861,0.215,1,47,0.0429,99.782,0.485,Jazz
0.765,0.622,0.92,0.0996,1,39,0.0422,110.01,0.539,Jazz
0.0708,0.618,0.000481,0.21,0,50,0.0423,92.843,0.729,Jazz
0.965,0.445,0.915,0.121,0,53,0.0397,117.283,0.173,Jazz
0.901,0.368,2.22e-06,0.128,1,46,0.0346,81.97,0.175,Jazz
0.134,0.571,0.667,0.123,1,43,0.0732,80.976,0.374,Jazz
0.164,0.791,2.75e-05,0.294,1,43,0.11,110.029,0.961,Jazz
0.499,0.708,0,0.0997,1,27,0.212,83.962,0.684,Jazz
0.848,0.478,0,0.129,0,38,0.0655,96.255,0.274,Jazz
0.0423,0.861,0.0025,0.169,0,44,0.0718,106.02,0.645,Jazz
0.707,0.171,0.00381,0.302,0,74,0.0329,174.431,0.315,Jazz
0.899,0.489,0.0033299999999999,0.104,0,43,0.0579,75.534,0.332,Jazz
0.972,0.386,0.0701,0.0797,0,45,0.0435,73.259,0.351,Jazz
0.848,0.512,0,0.71,0,47,0.124,96.92,0.451,Jazz
0.112,0.698,0.831,0.141,0,30,0.0417,95.008,0.809,Jazz
0.802,0.457,0.736,0.092,0,31,0.0301,112.141,0.14,Jazz
0.766,0.622,0,0.0714,0,36,0.0516,87.976,0.715,Jazz
0.311,0.8,0.0443,0.103,1,44,0.046,117.989,0.596,Jazz
0.48,0.397,2.84e-05,0.0434,1,40,0.031,102.372,0.468,Jazz
0.365,0.76,0.805,0.0396,0,33,0.0382,98.989,0.826,Jazz
0.213,0.733,0.447,0.0998,0,45,0.053,151.939,0.627,Jazz
0.56,0.788,1.02e-06,0.113,0,36,0.0633,94.033,0.949,Jazz
0.948,0.169,0.0038399999999999,0.0623,1,40,0.0367,143.552,0.207,Jazz
0.342,0.703,0.565,0.0895,1,44,0.0346,136.139,0.763,Jazz
0.87,0.383,0.951,0.107,1,33,0.0361,132.791,0.0397,Jazz
0.188,0.831,0.000217,0.123,0,44,0.346,87.955,0.651,Jazz
0.281,0.798,1.06e-06,0.121,1,44,0.0313,104.005,0.693,Jazz
0.0733,0.549,1.03e-05,0.16,0,37,0.0388,99.094,0.965,Jazz
0.138,0.441,0.777,0.697,0,39,0.0618,142.419,0.439,Jazz
0.0118,0.854,0.012,0.104,0,41,0.104,89.984,0.582,Jazz
0.0131,0.488,0.824,0.0873,0,46,0.0301,160.037,0.489,Jazz
0.843,0.506,3.93e-06,0.112,0,52,0.0337,111.688,0.183,Jazz
0.858,0.285,0.965,0.112,0,42,0.0412,184.416,0.291,Jazz
0.0211,0.725,0.0103,0.385,0,44,0.0659,96.602,0.503,Jazz
0.928,0.612,0.283,0.224,0,26,0.0369,90.132,0.785,Jazz
0.852,0.555,6.91e-06,0.175,0,47,0.0288,115.272,0.178,Jazz
0.514,0.656,0.03,0.0719,0,43,0.0241,98.338,0.498,Jazz
0.441,0.624,0.718,0.204,1,53,0.0301,84.007,0.321,Jazz
0.39,0.61,0.84,0.0899,1,48,0.0323,80.009,0.087,Jazz
0.816,0.332,0.861,0.0887,1,38,0.0463,88.293,0.0914,Jazz
0.142,0.682,0.859,0.232,0,44,0.0482,91.098,0.639,Jazz
0.334,0.779,0.02,0.0443,0,37,0.0484,78.08,0.663,Jazz
0.464,0.522,0.942,0.0494,0,44,0.0348,119.997,0.0959,Jazz
0.07,0.709,0.887,0.26,0,2,0.128,89.941,0.58,Jazz
0.169,0.231,0.126,0.175,1,47,0.0467,50.864,0.284,Jazz
0.714,0.537,0.898,0.113,1,35,0.254,88.685,0.501,Jazz
0.75,0.261,0.403,0.36,1,37,0.0361,145.648,0.485,Jazz
0.385,0.395,0.903,0.132,1,42,0.0392,128.879,0.0968,Jazz
0.864,0.396,0,0.599,0,46,0.0413,175.75,0.713,Jazz
0.0159,0.417,0.000552,0.157,1,37,0.068,155.736,0.218,Jazz
0.448,0.463,0.0011099999999999,0.091,0,37,0.0415,165.534,0.622,Jazz
0.419,0.556,0.805,0.0985,1,31,0.0359,134.374,0.453,Jazz
0.547,0.399,2e-06,0.333,1,38,0.0257,80.022,0.565,Jazz
0.463,0.71,0.864,0.0893,0,33,0.0413,107.226,0.857,Jazz
0.462,0.311,0.76,0.0999,1,40,0.0554,83.713,0.208,Jazz
0.348,0.688,1.31e-05,0.0409,0,45,0.0356,97.31,0.784,Jazz
0.465,0.433,2.32e-05,0.24,0,39,0.0315,74.043,0.721,Jazz
0.678,0.73,1.99e-06,0.179,1,37,0.0434,123.472,0.572,Jazz
0.984,0.48,0.849,0.225,0,35,0.0381,106.327,0.178,Jazz
0.25,0.663,0.617,0.102,0,31,0.0755,96.623,0.586,Jazz
0.413,0.701,0.00328,0.111,0,37,0.037,97.237,0.812,Jazz
0.523,0.764,1.78e-05,0.317,0,51,0.163,95.712,0.584,Jazz
0.874,0.402,0.388,0.72,0,39,0.0372,126.65,0.503,Jazz
0.905,0.655,0.931,0.0777,1,1,0.0707,75.128,0.408,Jazz
0.245,0.556,0.881,0.247,0,54,0.0311,94.635,0.0387,Jazz
0.0321,0.525,0,0.566,1,46,0.0531,88.943,0.37,Jazz
0.936,0.587,2.15e-06,0.118,0,36,0.0666,77.019,0.53,Jazz
0.994,0.427,1.23e-05,0.164,0,42,0.0389,82.175,0.302,Jazz
0.0436,0.505,0.809,0.108,0,42,0.045,141.735,0.183,Jazz
0.586,0.615,2.21e-06,0.191,0,47,0.0383,122.815,0.488,Jazz
0.991,0.504,0.934,0.239,0,33,0.0432,69.446,0.333,Jazz
0.0491,0.553,0.0135,0.184,1,47,0.0732,119.984,0.234,Jazz
0.974,0.322,2.16e-06,0.12,0,36,0.0404,164.64,0.138,Jazz
0.363,0.529,0,0.328,1,33,0.112,130.761,0.596,Jazz
0.826,0.384,0,0.553,1,48,0.0319,170.163,0.667,Jazz
0.496,0.612,0.855,0.168,0,39,0.0324,104.004,0.269,Jazz
0.00807,0.52,0.485,0.142,0,47,0.0255,92.999,0.421,Jazz
0.14,0.64,4.31e-05,0.071,1,38,0.0558,121.963,0.75,Jazz
0.401,0.414,0.0418,0.132,0,20,0.0505,94.178,0.298,Jazz
0.258,0.783,0.222,0.209,0,29,0.0336,89.968,0.6,Jazz
0.0472,0.7,0.109,0.0876,1,45,0.267,169.492,0.865,Jazz
0.256,0.745,8e-05,0.0992,1,46,0.0633,117.97,0.874,Jazz
0.0068,0.704,0.842,0.385,0,40,0.154,187.891,0.874,Jazz
0.205,0.779,0.0257,0.196,1,32,0.0356,126.542,0.972,Jazz
0.676,0.67,0.871,0.268,1,33,0.0519,154.552,0.459,Jazz
0.959,0.411,0.954,0.125,1,38,0.0324,73.871,0.152,Jazz
0.0441,0.656,0.78,0.113,1,45,0.07,93.419,0.927,Jazz
0.000178,0.68,0.0131,0.0929,1,38,0.0396,104.991,0.124,Jazz
0.00232,0.764,0.000411,0.0751,0,53,0.0937,174.009,0.512,Jazz
0.777,0.261,1.1e-05,0.389,0,41,0.0411,67.565,0.189,Jazz
0.367,0.591,0.9,0.686,0,45,0.137,213.038,0.112,Jazz
0.437,0.709,0,0.318,1,46,0.0358,89.967,0.536,Jazz
0.987,0.455,0.898,0.073,0,32,0.0419,111.149,0.105,Jazz
0.0163,0.692,0.0002379999999999,0.181,0,29,0.0344,94.999,0.47,Jazz
0.96,0.397,0.849,0.182,1,37,0.0355,147.554,0.467,Jazz
0.898,0.271,0.925,0.108,0,55,0.0331,100.012,0.115,Jazz
0.917,0.211,1.87e-05,0.118,0,41,0.0341,168.535,0.182,Jazz
0.235,0.687,0.846,0.096,0,59,0.0341,89,0.524,Jazz
0.0004509999999999,0.257,0.831,0.11,1,39,0.2,149.867,0.326,Jazz
0.49,0.518,0.491,0.228,0,53,0.0313,97,0.291,Jazz
0.0138,0.597,0.000148,0.155,0,41,0.04,82.107,0.387,Jazz
0.114,0.343,0.747,0.384,1,44,0.047,134.881,0.508,Jazz
0.962,0.551,0.933,0.0994,0,46,0.0415,81.053,0.54,Jazz
0.959,0.398,0.105,0.115,1,38,0.0438,150.174,0.247,Jazz
0.974,0.302,0.0714,0.0737,0,60,0.0475,69.904,0.235,Jazz
0.0803,0.85,0.322,0.111,1,54,0.0471,89.988,0.961,Jazz
0.933,0.525,4.01e-06,0.0927,0,39,0.0544,117.757,0.0948,Jazz
0.726,0.588,8.87e-05,0.178,1,39,0.0328,105.131,0.703,Jazz
0.246,0.841,0.423,0.251,1,30,0.0347,102.977,0.841,Jazz
0.663,0.708,0.907,0.101,1,31,0.0381,113.994,0.196,Jazz
0.367,0.566,0,0.175,0,39,0.0406,104.983,0.833,Jazz
0.989,0.377,0.112,0.133,1,38,0.0389,76.02,0.172,Jazz
0.227,0.697,0.000138,0.105,0,35,0.0487,125.896,0.735,Jazz
0.413,0.715,0.938,0.113,0,38,0.367,163.035,0.559,Jazz
0.694,0.277,0.464,0.113,0,54,0.0342,175.384,0.285,Jazz
0.29,0.734,0.775,0.118,1,43,0.0594,135.037,0.336,Jazz
0.832,0.184,0.94,0.112,1,30,0.0407,127.207,0.0331,Jazz
0.0153,0.621,0.794,0.0877,0,33,0.0277,109.971,0.534,Jazz
0.0639,0.472,0.721,0.14,0,34,0.0828,153.546,0.182,Jazz
0.532,0.406,0.000234,0.876,1,43,0.0671,102.198,0.51,Jazz
0.0005769999999999,0.771,0.509,0.0639,1,49,0.0282,127.97,0.802,Jazz
0.912,0.543,0.683,0.1,0,31,0.488,94.892,0.188,Jazz
0.974,0.612,0.00305,0.292,0,41,0.0601,94.636,0.428,Jazz
0.896,0.455,0.00722,0.0966,0,34,0.0537,67.647,0.212,Jazz
0.114,0.574,0,0.374,0,42,0.0331,82.496,0.493,Jazz
0.0473,0.888,0.706,0.0492,0,43,0.0572,118.003,0.248,Jazz
0.459,0.855,0.942,0.267,1,52,0.0783,153.993,0.962,Jazz
0.995,0.384,0.94,0.13,1,57,0.0449,172.997,0.116,Jazz
0.228,0.736,0.0096099999999999,0.108,1,46,0.316,180.496,0.854,Jazz
0.0746,0.801,0.38,0.0856,0,54,0.0559,120.012,0.72,Jazz
0.0136,0.701,8.13e-05,0.197,0,48,0.0337,127.871,0.812,Jazz
0.126,0.414,0.646,0.753,1,29,0.129,170.012,0.374,Jazz
0.76,0.457,0.0006309999999999,0.0858,1,33,0.037,158.114,0.367,Jazz
0.979,0.731,0.891,0.0993,0,42,0.0544,72.068,0.507,Jazz
0.761,0.518,4e-06,0.223,1,34,0.0511,160.017,0.412,Jazz
0.384,0.555,0.0278,0.719,1,46,0.0361,109.027,0.744,Jazz
0.689,0.683,0.888,0.107,0,42,0.053,142.905,0.833,Jazz
0.000535,0.714,0.339,0.0685,1,47,0.033,114.991,0.335,Jazz
0.836,0.499,0.00557,0.131,0,52,0.0449,110.274,0.684,Jazz
0.0893,0.69,9.15e-05,0.294,1,34,0.24,84.986,0.882,Jazz
0.758,0.403,0,0.107,0,37,0.0424,167.095,0.696,Jazz
0.356,0.676,0.864,0.045,1,29,0.0315,81.029,0.692,Jazz
0.0477,0.628,0.29,0.0802,1,40,0.032,83.942,0.646,Jazz
0.431,0.204,0.939,0.114,0,48,0.0298,85.5,0.0586,Jazz
0.00761,0.67,1.91e-05,0.0892,1,41,0.373,100.877,0.636,Jazz
